Pozo,date,bapd,bppd,bsw,mscf,pco2,temp,Na,pH,SO4,Cl,Fe,bicarb,Press,Ca,criticidad
SHS-14,5/6/2019,601.5,200.5,75,75,10.2,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-73,5/6/2019,649.44,142.56,82,40,4.45,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,5/6/2019,46.08,81.92,36,117,4.45,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-91,5/6/2019,3226.17,242.83,93,154,51.06,195,3020.554756,7.4,247,5600,39.2,1390,160,600,LOW RISK
SHS-20,5/6/2019,1835.18,226.82,89,252,7.8,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-224,5/6/2019,992,248,80,89,7.92,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK
SHS-184,5/6/2019,2679.94,171.9,94,78,9.52,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,5/6/2019,3031.21,299.79,91,231,8.4,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,5/6/2019,584,216,73,195,9,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,5/6/2019,3756.48,611.52,86,35.31,7.9,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,5/6/2019,3602.2,737.8,83,80,15.66,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,5/6/2019,2100,900,70,58.3,17.55,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,5/6/2019,2846.95,88.05,97,25,11.16,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,5/6/2019,3685.5,409.5,90,25,8.54,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-51,5/7/2019,484,396,55,23,14.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,5/7/2019,4127.2,1232.8,77,67,12.95,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,5/7/2019,1128.16,153.84,88,37,12,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,5/7/2019,170.898,683.592,20,56,42,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-5,5/7/2019,2272.92,145.08,94,51,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,5/7/2019,4820.32,307.68,94,40,24.8,167,29752.56552,5.8,69,57000,41.23,260,155,5120,LOW RISK
AGR-14,5/7/2019,2706.49,334.51,89,58,9.5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK
SHS-211,5/7/2019,1522.8,169.2,90,60,129.6,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,5/7/2019,3439.85,425.15,89,205.9,30,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,5/7/2019,68.12,62.88,52,48.1,4.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,5/7/2019,337.44,550.56,38,35,6,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,5/7/2019,3138.8,991.2,76,260.1,16.08,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,5/7/2019,194.4,129.6,60,69.1,38.5,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-199,5/7/2019,199.5,1130.5,15,46,6.5,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,5/7/2019,275.1,117.9,70,48,5.4,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,5/7/2019,172.26,349.74,33,244.3,9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,5/7/2019,575.75,599.25,49,218,18,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK
SHS-81,5/7/2019,571.12,396.88,59,209.8,14.76,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,5/7/2019,596.377,158.531,79,116.42,8.05,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,5/7/2019,601.5,200.5,75,75,10.2,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-73,5/7/2019,649.44,142.56,82,40,4.45,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,5/7/2019,46.08,81.92,36,117,4.45,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-91,5/7/2019,3226.17,242.83,93,154,51.06,195,3020.554756,7.4,247,5600,39.2,1390,160,600,LOW RISK
SHS-20,5/7/2019,1835.18,226.82,89,252,7.8,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-224,5/7/2019,992,248,80,89,7.92,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK
SHS-184,5/7/2019,2679.94,171.9,94,78,9.52,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,5/7/2019,3031.21,299.79,91,231,8.4,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,5/7/2019,584,216,73,195,9,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,5/7/2019,3756.48,611.52,86,35.31,7.9,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,5/7/2019,3602.2,737.8,83,80,15.66,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,5/7/2019,2100,900,70,58.3,17.55,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,5/7/2019,2846.95,88.05,97,25,11.16,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,5/7/2019,3685.5,409.5,90,25,8.54,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-51,5/8/2019,484,396,55,23,14.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,5/8/2019,4127.2,1232.8,77,67,12.95,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,5/8/2019,1128.16,153.84,88,37,12,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,5/8/2019,170.898,683.592,20,56,42,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-5,5/8/2019,2272.92,145.08,94,51,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,5/8/2019,4820.32,307.68,94,40,24.8,167,29752.56552,5.8,69,57000,41.23,260,155,5120,LOW RISK
AGR-14,5/8/2019,2706.49,334.51,89,58,9.5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK
SHS-211,5/8/2019,1522.8,169.2,90,60,129.6,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,5/8/2019,3439.85,425.15,89,205.9,30,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,5/8/2019,68.12,62.88,52,48.1,4.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,5/8/2019,337.44,550.56,38,35,6,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,5/8/2019,3138.8,991.2,76,260.1,16.08,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,5/8/2019,194.4,129.6,60,69.1,38.5,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-199,5/8/2019,199.5,1130.5,15,46,6.5,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,5/8/2019,275.1,117.9,70,48,5.4,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,5/8/2019,172.26,349.74,33,244.3,9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,5/8/2019,575.75,599.25,49,218,18,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK
SHS-81,5/8/2019,571.12,396.88,59,209.8,14.76,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,5/8/2019,596.377,158.531,79,116.42,8.05,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,5/8/2019,601.5,200.5,75,75,10.2,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-73,5/8/2019,649.44,142.56,82,40,4.45,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,5/8/2019,46.08,81.92,36,117,4.45,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-91,5/8/2019,3226.17,242.83,93,154,51.06,195,3020.554756,7.4,247,5600,39.2,1390,160,600,LOW RISK
SHS-20,5/8/2019,1838.74,226.82,89,252,7.8,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-224,5/8/2019,992,248,80,89,7.92,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK
SHS-184,5/8/2019,2679.94,171.9,94,78,9.52,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,5/8/2019,3031.21,299.79,91,231,8.4,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,5/8/2019,584,216,73,195,9,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,5/8/2019,3756.48,611.52,86,35.31,7.9,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,5/8/2019,3602.2,737.8,83,80,15.66,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,5/8/2019,2100,900,70,58.3,17.55,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,5/8/2019,2846.95,88.05,97,25,11.16,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,5/8/2019,3685.5,409.5,90,25,8.54,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-51,5/9/2019,484,396,55,23,14.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,5/9/2019,4127.2,1232.8,77,67,12.95,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,5/9/2019,1128.16,153.84,88,37,12,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,5/9/2019,170.898,683.592,20,56,42,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-5,5/9/2019,2272.92,145.08,94,51,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,5/9/2019,4820.32,307.68,94,40,24.8,167,29752.56552,5.8,69,57000,41.23,260,155,5120,LOW RISK
AGR-14,5/9/2019,2706.49,334.51,89,58,9.5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK
SHS-211,5/9/2019,1522.8,169.2,90,60,129.6,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,5/9/2019,3439.85,425.15,89,205.9,30,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,5/9/2019,68.12,62.88,52,48.1,4.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,5/9/2019,337.44,550.56,38,35,6,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,5/9/2019,3138.8,991.2,76,260.1,16.08,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,5/9/2019,194.4,129.6,60,69.1,38.5,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-199,5/9/2019,199.5,1134.75,15,46,6.5,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,5/9/2019,275.1,117.9,70,48,5.4,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,5/9/2019,172.26,349.74,33,244.3,9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,5/9/2019,575.75,599.25,49,218,18,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK
SHS-81,5/9/2019,571.12,396.88,59,209.8,14.76,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,5/9/2019,596.377,158.531,79,116.42,8.05,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,5/9/2019,601.5,200.5,75,75,10.2,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-73,5/9/2019,649.44,142.56,82,40,4.45,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,5/9/2019,46.08,81.92,36,117,4.45,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-91,5/9/2019,3226.17,242.83,93,154,51.06,195,3020.554756,7.4,247,5600,39.2,1390,160,600,LOW RISK
SHS-20,5/9/2019,1838.74,227.26,89,252,7.8,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-224,5/9/2019,992,248,80,89,7.92,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK
SHS-184,5/9/2019,2679.94,171.06,94,78,9.52,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,5/9/2019,3031.21,299.79,91,231,8.4,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,5/9/2019,584,216,73,195,9,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,5/9/2019,3756.48,611.52,86,35.31,7.9,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,5/9/2019,3602.2,737.8,83,23,15.66,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,5/9/2019,2100,900,70,58.3,17.55,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,5/9/2019,2846.95,88.05,97,25,11.16,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,5/9/2019,3685.5,409.5,90,25,8.54,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-51,5/10/2019,484,396,55,23,14.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,5/10/2019,4127.2,1232.8,77,67,12.95,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,5/10/2019,1128.16,153.84,88,37,12,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,5/10/2019,170.898,683.592,20,57,42,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-5,5/10/2019,2331.2,145.08,94,51,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,5/10/2019,4747,307.68,94,40,24.8,167,29752.56552,5.8,69,57000,41.23,260,155,5120,LOW RISK
AGR-14,5/10/2019,2706.49,334.51,89,58,9.5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK
SHS-211,5/10/2019,1522.8,169.2,90,60,129.6,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,5/10/2019,3439.85,425.15,89,205.9,30,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,5/10/2019,68.12,62.88,52,48.1,4.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,5/10/2019,337.44,550.56,38,35,6,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,5/10/2019,3138.8,991.2,76,260.1,16.08,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,5/10/2019,194.4,129.6,60,69.1,38.5,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-199,5/10/2019,200.25,1134.75,15,46,6.5,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,5/10/2019,275.1,117.9,70,48,5.4,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,5/10/2019,172.26,349.74,33,244.3,9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,5/10/2019,575.75,599.25,49,218,18,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK
SHS-81,5/10/2019,571.12,396.88,59,209.8,14.76,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,5/10/2019,596.377,158.531,79,116.42,8.05,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,5/10/2019,601.5,200.5,75,75,10.2,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-73,5/10/2019,656,142.56,82,40,4.45,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,5/10/2019,46.08,81.92,36,117,4.45,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-91,5/10/2019,3226.17,242.83,93,154,51.06,195,3020.554756,7.4,247,5600,39.2,1390,160,600,LOW RISK
SHS-20,5/10/2019,1838.74,227.26,89,252,7.8,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-224,5/10/2019,992,248,80,89,7.92,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK
SHS-184,5/10/2019,2679.94,171.06,94,78,9.52,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,5/10/2019,3031.21,299.79,91,231,8.4,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,5/10/2019,584,216,73,195,9,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,5/10/2019,3756.48,611.52,86,35.31,7.9,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,5/10/2019,3539.12,737.8,83,23,15.66,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,5/10/2019,2100,900,70,58.3,17.55,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,5/10/2019,2846.95,88.05,97,25,11.16,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,5/10/2019,3685.5,409.5,90,25,8.54,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-51,5/11/2019,484,396,55,23,14.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,5/11/2019,4127.2,1247.75,77,67,12.95,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,5/11/2019,1128.16,153.84,88,38,12,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,5/11/2019,170.898,657.12,20,57,42,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-5,5/11/2019,2331.2,148.8,94,51,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,5/11/2019,4747,303,94,40,24.8,167,29752.56552,5.8,69,57000,41.23,260,155,5120,LOW RISK
AGR-14,5/11/2019,2706.49,334.51,89,58,9.5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK
SHS-211,5/11/2019,1522.8,169.2,90,60,129.6,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,5/11/2019,3439.85,425.15,89,205.9,30,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,5/11/2019,68.12,62.88,52,48.1,4.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,5/11/2019,337.44,550.56,38,35,6,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,5/11/2019,3138.8,991.2,76,260.1,16.08,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,5/11/2019,194.4,129.6,60,69.1,38.5,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-199,5/11/2019,200.25,1134.75,15,46,6.5,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,5/11/2019,275.1,117.9,70,48,5.4,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,5/11/2019,172.26,349.74,33,244.3,9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,5/11/2019,575.75,599.25,49,218,18,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK
SHS-81,5/11/2019,571.12,396.88,59,209.8,14.76,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,5/11/2019,596.377,158.531,79,116.42,8.05,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,5/11/2019,601.5,202.5,75,75,10.2,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-73,5/11/2019,656,144,82,40,4.45,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,5/11/2019,46.08,81.92,36,117,4.45,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-91,5/11/2019,3226.17,242.83,93,154,51.06,195,3020.554756,7.4,247,5600,39.2,1390,160,600,LOW RISK
SHS-20,5/11/2019,1838.74,227.26,89,148,7.8,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-224,5/11/2019,992,248,80,89,7.92,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK
SHS-184,5/11/2019,2679.94,171.06,94,78,9.52,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,5/11/2019,3031.21,299.79,91,231,8.4,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,5/11/2019,584,216,73,195,9,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,5/11/2019,3756.48,611.52,86,35.31,7.9,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,5/11/2019,3539.12,724.88,83,23,15.66,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,5/11/2019,2100,900,70,58.3,17.55,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,5/11/2019,2846.95,88.05,97,25,11.16,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,5/11/2019,3685.5,409.5,90,25,8.54,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-51,5/12/2019,534,356,60,23,14.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,5/12/2019,4177.25,1247.75,77,67,12.95,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,5/12/2019,1132.56,154.44,88,38,12,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,5/12/2019,164.28,657.12,20,57,42,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
AGR-5,5/12/2019,2331.2,148.8,94,51,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK
AGR-44,5/12/2019,4747,303,94,40,24.8,167,29752.56552,5.8,69,57000,41.23,260,155,5120,LOW RISK
AGR-14,5/12/2019,2706.49,334.51,89,58,9.5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK
SHS-211,5/12/2019,1522.8,169.2,90,60,129.6,210,3336.418863,6.9,88,7600,137.6,1525,260,1000,LOW RISK
SHS-71,5/12/2019,3439.85,425.15,89,205.9,30,145,19751.20059,6,117,36200,43,1805.6,175,1280,LOW RISK
SHS-17,5/12/2019,68.12,62.88,52,48.1,4.68,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
SHS-111,5/12/2019,337.44,550.56,38,35,6,148,16043.64522,7.7,244,28300,2.84,634.4,180,1000,LOW RISK
AGR-30,5/12/2019,3138.8,991.2,76,260.1,16.08,145,35071.88621,6.5,100,67900,138.48,320,180,6880,LOW RISK
SHS-135,5/12/2019,194.4,129.6,60,69.1,38.5,157,8541.06674,7.5,100,16800,70.9,540,150,1840,LOW RISK
SHS-199,5/12/2019,200.25,1134.75,15,46,6.5,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK
SHS-154,5/12/2019,275.1,117.9,70,48,5.4,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK
SHS-234,5/12/2019,172.26,349.74,33,244.3,9,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK
SHS-261,5/12/2019,575.75,599.25,49,218,18,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK
SHS-81,5/12/2019,571.12,396.88,59,209.8,14.76,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK
SHS-72,5/12/2019,596.377,158.531,79,116.42,8.05,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK
SHS-14,5/12/2019,607.5,202.5,75,75,10.2,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK
SHS-73,5/12/2019,656,144,82,40,4.45,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK
SHS-80,5/12/2019,46.08,81.92,36,118,4.45,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK
SHS-91,5/12/2019,3226.17,242.83,93,154,51.06,195,3020.554756,7.4,247,5600,39.2,1390,160,600,LOW RISK
SHS-20,5/12/2019,1845.86,228.14,89,148,7.8,182,24269.70099,6,173,46300,32.7,540,200,4280,LOW RISK
SHS-224,5/12/2019,992,248,80,89,7.92,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK
SHS-184,5/12/2019,2679.94,171.06,94,78,9.52,107,22051.93996,6.5,87,45000,51.9,292.8,90,4800,LOW RISK
SHS-68,5/12/2019,3031.21,299.79,91,231,8.4,185,34764.56552,6.1,119,65500,108.7,750,150,5400,LOW RISK
SHS-95,5/12/2019,584,216,73,195,9,167,11792.7751,6.6,31,22200,134.1,756.4,65,1560,LOW RISK
SHS-137,5/12/2019,3756.48,611.52,86,35.31,7.9,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK
SHS-138,5/12/2019,3539.12,724.88,83,23,15.66,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK
SHS-177,5/12/2019,2100,900,70,58.3,17.55,210,30439,6.9,148,59300,100,366,190,5440,LOW RISK
SHS-165,5/12/2019,2846.95,88.05,97,25,11.16,175,24008.5636,6,228,47500,38.9,390.4,190,4880,LOW RISK
SHS-17,5/12/2019,3685.5,409.5,90,25,8.54,210,33208.45457,6.4,159,63500,76.4,341.6,100,5680,LOW RISK
AGR-51,5/13/2019,534,356,60,23,14.4,172,16507.53279,6.7,212,29900,43,292.8,120,800,LOW RISK
AGR-42,5/13/2019,4177.25,1247.75,77,67,12.95,220,27971.28105,6.3,23,61000,58.7,366,170,7840,LOW RISK
AGR-3,5/13/2019,1132.56,154.44,88,38,12,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK
AGR-40,5/13/2019,164.28,657.12,20,57,42,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK
