Pozo,date,bapd,bppd,bsw,mscf,pco2,temp,Na,pH,SO4,Cl,Fe,bicarb,pres,Ca,criticidad,mpy
SHS-95,2/20/2019,572.32,211.68,73,192,5.4,200,15786.45549,6.377004572,43,27400,119.75,883.28,50,1860,LOW RISK,0.967
SHS-138,2/20/2019,3635.4,744.6,83,80,1.75,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.45
SHS-17,2/20/2019,2808,792,78,95,3.2,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.704
AGR-3,2/21/2019,976.8,133.2,88,48,32,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.804
AGR-40,2/21/2019,148,592,20,189,30,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.64
AGR-5,2/21/2019,2425.2,154.8,94,52,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK,0.197
AGR-14,2/21/2019,2803.5,346.5,89,53,5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.236
SHS-211,2/21/2019,2062.8,229.2,90,49,13.3,163,10000,6.295094498,210,15700,2.75,800,120,920,LOW RISK,0.033
SHS-17,2/21/2019,86.4,129.6,40,55,27,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.156
AGR-30,2/21/2019,2264.4,795.6,74,264,20.1,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.81
SHS-135,2/21/2019,179.84,101.16,64,62,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.344
SHS-25,2/21/2019,1339.8,350.2,80,72,27.6,163,8989.170863,6.295094498,210,15700,2.75,800,120,1220,LOW RISK,0.902
SHS-199,2/21/2019,547.2,136.8,80,21,5.2,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK,0.677
SHS-154,2/21/2019,255.5,109.5,70,46,6,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK,0.969
SHS-234,2/21/2019,174.9,355.1,33,273,21,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK,0.894
SHS-261,2/21/2019,578.2,601.8,49,225,16,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK,0.031
SHS-81,2/21/2019,572.89,398.11,59,214.25,6,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.287
SHS-72,2/21/2019,610.512,162.288,79,116.84,9.25,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK,2.868
SHS-14,2/21/2019,600,200,75,74,37.8,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.167
SHS-80,2/21/2019,43.18,83.82,34,130,5.34,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.199
SHS-224,2/21/2019,943.16,297.84,76,168,7.04,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK,0.834
SHS-95,2/21/2019,572.32,211.68,73,192,5.4,200,15786.45549,6.377004572,43,27400,119.75,883.28,50,1860,LOW RISK,0.408
SHS-138,2/21/2019,3635.4,744.6,83,80,1.75,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.026
SHS-17,2/21/2019,2808,792,78,95,3.2,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.115
AGR-3,2/22/2019,976.8,133.2,88,48,32,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.529
AGR-40,2/22/2019,148,592,20,189,30,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.361
AGR-5,2/22/2019,2413.92,154.08,94,52,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK,0.277
AGR-14,2/22/2019,2803.5,346.5,89,53,5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.365
SHS-211,2/22/2019,2062.8,229.2,90,49,13.3,163,10000,6.295094498,210,15700,2.75,800,120,920,LOW RISK,0.292
SHS-17,2/22/2019,86.4,129.6,40,55,27,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.772
AGR-30,2/22/2019,2264.4,795.6,74,264,20.1,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.2
SHS-135,2/22/2019,179.84,101.16,64,62,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.257
SHS-25,2/22/2019,1339.8,350.2,80,72,27.6,163,8989.170863,6.295094498,210,15700,2.75,800,120,1220,LOW RISK,0.135
SHS-199,2/22/2019,564,255.5,65,21,5.2,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK,0.65
SHS-154,2/22/2019,255.5,109.5,70,46,6,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK,0.594
SHS-234,2/22/2019,174.9,355.1,33,273,21,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK,0.581
SHS-261,2/22/2019,578.2,601.8,49,225,16,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK,0.607
SHS-81,2/22/2019,572.89,398.11,59,214.25,6,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.111
SHS-72,2/22/2019,610.512,162.288,79,116.84,9.25,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK,3.844
SHS-14,2/22/2019,600,200,75,74,37.8,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.721
SHS-73,2/22/2019,659.28,144.72,82,30,4.5,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.015
SHS-80,2/22/2019,43.18,83.82,34,130,5.34,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.339
SHS-224,2/22/2019,943.16,297.84,76,168,7.04,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK,0.673
SHS-95,2/22/2019,572.32,211.68,73,192,5.4,200,15786.45549,6.377004572,43,27400,119.75,883.28,50,1860,LOW RISK,0.121
SHS-138,2/22/2019,3635.4,744.6,83,80,1.75,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.42
SHS-17,2/22/2019,2817.36,794.64,78,95,3.2,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.285
AGR-3,2/23/2019,976.8,133.2,88,48,32,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.818
AGR-40,2/23/2019,148,592,20,189,30,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.164
AGR-5,2/23/2019,2413.92,154.08,94,52,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK,0.888
AGR-14,2/23/2019,2803.5,346.5,89,53,5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.058
SHS-211,2/23/2019,2062.8,229.2,90,49,13.3,163,10000,6.295094498,210,15700,2.75,800,120,920,LOW RISK,0.291
SHS-17,2/23/2019,86.4,129.6,40,55,27,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.007
AGR-30,2/23/2019,2264.4,795.6,74,264,20.1,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.307
SHS-135,2/23/2019,179.84,101.16,64,62,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.529
SHS-25,2/23/2019,1339.8,350.2,80,72,27.6,163,8989.170863,6.295094498,210,15700,2.75,800,120,1220,LOW RISK,0.257
SHS-199,2/23/2019,474.5,255.5,65,21,5.2,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK,0.576
SHS-154,2/23/2019,255.5,109.5,70,46,6,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK,0.535
SHS-234,2/23/2019,174.9,355.1,33,273,21,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK,0.691
SHS-261,2/23/2019,578.2,601.8,49,225,16,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK,0.333
SHS-81,2/23/2019,572.89,398.11,59,214.25,6,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.807
SHS-72,2/23/2019,610.512,162.288,79,116.84,9.25,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK,3.464
SHS-14,2/23/2019,603,201,75,74,37.8,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.35
SHS-73,2/23/2019,667.48,146.52,82,30,4.5,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.901
SHS-80,2/23/2019,43.18,83.82,34,130,5.34,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.17
SHS-224,2/23/2019,943.16,297.84,76,168,7.04,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK,0.941
SHS-95,2/23/2019,572.32,211.68,73,192,5.4,200,15786.45549,6.377004572,43,27400,119.75,883.28,50,1860,LOW RISK,0.721
SHS-138,2/23/2019,3635.4,744.6,83,80,1.75,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.674
SHS-17,2/23/2019,2817.36,794.64,78,95,3.2,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.221
AGR-3,2/24/2019,976.8,133.2,88,48,32,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.691
AGR-40,2/24/2019,148,592,20,189,30,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.589
AGR-5,2/24/2019,2413.92,154.08,94,52,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK,0.21
AGR-14,2/24/2019,2803.5,346.5,89,53,5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.005
SHS-211,2/24/2019,2062.8,229.2,90,49,13.3,163,10000,6.295094498,210,15700,2.75,800,120,920,LOW RISK,0.16
SHS-17,2/24/2019,86.4,129.6,40,55,27,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.302
AGR-30,2/24/2019,2264.4,795.6,74,264,20.1,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.921
SHS-135,2/24/2019,179.84,101.16,64,62,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.837
SHS-25,2/24/2019,1339.8,350.2,80,72,27.6,163,8989.170863,6.295094498,210,15700,2.75,800,120,1220,LOW RISK,0.658
SHS-199,2/24/2019,474.5,342.72,49,21,5.2,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK,0.473
SHS-154,2/24/2019,255.5,109.5,70,46,6,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK,0.642
SHS-234,2/24/2019,174.9,355.1,33,273,21,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK,0.309
SHS-261,2/24/2019,578.2,601.8,49,225,16,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK,0.131
SHS-81,2/24/2019,572.89,398.11,59,214.25,6,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.325
SHS-72,2/24/2019,610.512,162.288,79,116.84,9.25,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK,4.913
SHS-14,2/24/2019,603,201,75,74,37.8,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.721
SHS-73,2/24/2019,667.48,146.52,82,30,4.5,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.682
SHS-80,2/24/2019,43.18,83.82,34,130,5.34,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.518
SHS-224,2/24/2019,943.16,297.84,76,168,7.04,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK,0.348
SHS-95,2/24/2019,572.32,211.68,73,192,5.4,200,15786.45549,6.377004572,43,27400,119.75,883.28,50,1860,LOW RISK,0.934
SHS-138,2/24/2019,3635.4,744.6,83,80,1.75,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.351
SHS-17,2/24/2019,2817.36,794.64,78,95,3.2,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.612
AGR-3,2/25/2019,976.8,133.2,88,37,32,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.341
AGR-40,2/25/2019,148,592,20,189,30,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.792
AGR-5,2/25/2019,2413.92,154.08,94,52,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK,0.243
AGR-14,2/25/2019,2803.5,346.5,89,53,5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.525
SHS-211,2/25/2019,2062.8,229.2,90,49,13.3,163,10000,6.295094498,210,15700,2.75,800,120,920,LOW RISK,0.521
SHS-17,2/25/2019,86.4,129.6,40,55,27,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.504
AGR-30,2/25/2019,2264.4,795.6,74,264,20.1,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.405
SHS-135,2/25/2019,179.84,101.16,64,62,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.218
SHS-25,2/25/2019,1339.8,350.2,80,72,27.6,163,8989.170863,6.295094498,210,15700,2.75,800,120,1220,LOW RISK,0.698
SHS-199,2/25/2019,232.75,432.25,35,21,5.2,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK,0.728
SHS-154,2/25/2019,255.5,109.5,70,46,6,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK,0.07
SHS-234,2/25/2019,174.9,355.1,33,273,21,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK,0.6
SHS-261,2/25/2019,578.2,601.8,49,225,16,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK,0.841
SHS-81,2/25/2019,572.89,398.11,59,214.25,6,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.151
SHS-72,2/25/2019,610.512,162.288,79,116.84,9.25,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK,2.125
SHS-14,2/25/2019,603,201,75,74,37.8,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.758
SHS-73,2/25/2019,667.48,146.52,82,30,4.5,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.964
SHS-80,2/25/2019,43.18,83.82,34,130,5.34,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.478
SHS-224,2/25/2019,943.16,297.84,76,168,7.04,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK,0.726
SHS-95,2/25/2019,572.32,211.68,73,192,5.4,200,15786.45549,6.377004572,43,27400,119.75,883.28,50,1860,LOW RISK,0.436
SHS-138,2/25/2019,3635.4,744.6,83,80,1.75,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.649
SHS-17,2/25/2019,2817.36,794.64,78,95,3.2,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.322
AGR-3,2/26/2019,982.08,133.92,88,37,32,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.473
AGR-40,2/26/2019,148,592,20,54.76,30,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.555
AGR-5,2/26/2019,2413.92,154.08,94,52,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK,0.232
AGR-14,2/26/2019,2803.5,346.5,89,53,5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.206
SHS-211,2/26/2019,2062.8,229.2,90,49,13.3,163,10000,6.295094498,210,15700,2.75,800,120,920,LOW RISK,0.032
SHS-17,2/26/2019,86.4,129.6,40,46,27,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.993
AGR-30,2/26/2019,3119.8,1032.24,76,264,20.1,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.154
SHS-135,2/26/2019,179.84,101.16,64,62,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.644
SHS-25,2/26/2019,1603.42,158.58,91,72,27.6,163,8989.170863,6.295094498,210,15700,2.75,800,120,1220,LOW RISK,0.786
SHS-199,2/26/2019,130.34,555.66,19,21,5.2,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK,0.161
SHS-154,2/26/2019,255.5,109.5,70,46,6,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK,0.548
SHS-234,2/26/2019,174.9,355.1,33,273,21,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK,0.257
SHS-261,2/26/2019,578.2,601.8,49,225,16,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK,0.1
SHS-81,2/26/2019,572.89,398.11,59,214.25,6,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.476
SHS-72,2/26/2019,610.512,162.288,79,116.84,9.25,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK,3.117
SHS-14,2/26/2019,603,201,75,74,37.8,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.775
SHS-73,2/26/2019,667.48,146.52,82,30,4.5,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.226
SHS-80,2/26/2019,43.18,83.82,34,130,5.34,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.683
SHS-224,2/26/2019,943.16,297.84,76,168,7.04,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK,0.739
SHS-95,2/26/2019,572.32,211.68,73,192,5.4,200,15786.45549,6.377004572,43,27400,119.75,883.28,50,1860,LOW RISK,0.989
SHS-138,2/26/2019,3635.4,744.6,83,80,1.75,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.358
SHS-17,2/26/2019,2817.36,794.64,78,95,3.2,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.111
AGR-3,2/27/2019,982.08,133.92,88,37,32,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.203
AGR-40,2/27/2019,148.296,592,20,54.76,30,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.121
AGR-5,2/27/2019,2413.92,154.08,94,52,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK,0.219
AGR-14,2/27/2019,2803.5,346.5,89,53,5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.118
SHS-211,2/27/2019,2062.8,229.2,90,49,13.3,163,10000,6.295094498,210,15700,2.75,800,120,920,LOW RISK,0.124
SHS-17,2/27/2019,81.6,129.6,40,46,27,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.463
AGR-30,2/27/2019,3119.8,1032.24,76,264,20.1,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.086
SHS-135,2/27/2019,179.84,101.16,64,62,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.566
SHS-25,2/27/2019,1451.8,158.58,91,72,27.6,163,8989.170863,6.295094498,210,15700,2.75,800,120,1220,LOW RISK,0.926
SHS-199,2/27/2019,130.34,555.66,19,21,5.2,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK,0.62
SHS-154,2/27/2019,255.5,109.5,70,46,6,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK,0.958
SHS-234,2/27/2019,174.9,355.1,33,273,21,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK,0.405
SHS-261,2/27/2019,578.2,601.8,49,225,16,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK,0.499
SHS-81,2/27/2019,572.89,398.11,59,214.25,6,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.539
SHS-72,2/27/2019,610.512,162.288,79,116.84,9.25,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK,4.673
SHS-14,2/27/2019,603,201,75,74,37.8,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.421
SHS-73,2/27/2019,667.48,146.52,82,30,4.5,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.446
SHS-80,2/27/2019,43.18,83.82,34,130,5.34,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.59
SHS-224,2/27/2019,943.16,297.84,76,168,7.04,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK,0.753
SHS-95,2/27/2019,572.32,211.68,73,192,5.4,200,15786.45549,6.377004572,43,27400,119.75,883.28,50,1860,LOW RISK,0.326
SHS-138,2/27/2019,3635.4,744.6,83,80,1.75,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.015
SHS-17,2/27/2019,2817.36,794.64,78,95,3.2,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.813
AGR-3,2/28/2019,982.08,133.92,88,37,32,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.177
AGR-40,2/28/2019,148.296,593.184,20,54.76,30,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.53
AGR-5,2/28/2019,2413.92,154.08,94,52,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK,0.529
AGR-14,2/28/2019,2803.5,346.5,89,53,5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.51
SHS-211,2/28/2019,2062.8,229.2,90,49,13.3,163,10000,6.295094498,210,15700,2.75,800,120,920,LOW RISK,0.719
SHS-17,2/28/2019,81.6,122.4,40,46,27,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.43
AGR-30,2/28/2019,3119.8,1032.24,76,264,20.1,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.604
SHS-135,2/28/2019,179.84,101.16,64,62,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.922
SHS-25,2/28/2019,1470.345,301.155,83,72,27.6,163,8989.170863,6.295094498,210,15700,2.75,800,120,1220,LOW RISK,0.371
SHS-199,2/28/2019,130.34,555.66,19,21,5.2,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK,0.837
SHS-154,2/28/2019,255.5,109.5,70,46,6,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK,0.364
SHS-234,2/28/2019,174.9,355.1,33,273,21,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK,0.628
SHS-261,2/28/2019,578.2,601.8,49,210,16,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK,0.963
SHS-81,2/28/2019,572.89,398.11,59,214.25,6,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.544
SHS-72,2/28/2019,610.512,162.288,79,116.84,9.25,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK,4.366
SHS-14,2/28/2019,603,201,75,74,37.8,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.709
SHS-73,2/28/2019,667.48,146.52,82,30,4.5,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.821
SHS-80,2/28/2019,43.18,83.82,34,130,5.34,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.716
SHS-224,2/28/2019,943.16,297.84,76,79,7.04,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK,0.288
SHS-95,2/28/2019,572.32,211.68,73,192,5.4,200,15786.45549,6.377004572,43,27400,119.75,883.28,50,1860,LOW RISK,0.8
SHS-138,2/28/2019,3635.4,744.6,83,80,1.75,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.179
SHS-17,2/28/2019,2817.36,794.64,78,95,3.2,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.007
AGR-3,3/1/2019,982.08,133.92,88,37,9,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.537
AGR-40,3/1/2019,148.296,593.184,20,54.76,30,182,3551.228837,6.7,255,6750,18.4,1040,150,920,LOW RISK,0.132
AGR-5,3/1/2019,2413.92,154.08,94,52,9,201,30599.02925,6.69,120,59500,50.4,190,160,5520,LOW RISK,0.961
AGR-14,3/1/2019,2803.5,346.5,89,53,5,210,32843,6.21,90,62700,61.25,262.3,230,6320,LOW RISK,0.951
SHS-211,3/1/2019,2062.8,229.2,90,49,13.3,163,10000,6.295094498,210,15700,2.75,800,120,920,LOW RISK,0.047
SHS-71,3/1/2019,3240,360,90,223,73.5,222,19751.20059,7.1,150,46300,125,622,200,3440,LOW RISK,0.975
SHS-17,3/1/2019,81.6,122.4,40,46,27,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.033
AGR-30,3/1/2019,3119.8,1032.24,76,264,20.1,205,36388,6.769103808,45,70500,132.25,244,200,6880,LOW RISK,0.142
SHS-135,3/1/2019,179.84,101.16,64,62,42.5,130,26875,6.824733174,210,18300,53,920,120,1520,LOW RISK,0.703
SHS-25,3/1/2019,1470.345,301.155,83,72,7.5,140,8523.781744,7.3,232.5,14500,48,840,150,520,LOW RISK,0.59
SHS-25,3/1/2019,1470.345,301.155,83,80,7.5,140,8523.781744,7.3,232.5,14500,48,840,150,520,LOW RISK,0.893
SHS-199,3/1/2019,130.34,555.66,19,21,5.2,111.1,20421.66054,6.504026149,65,37000,9.75,250,130,2940,LOW RISK,0.687
SHS-154,3/1/2019,255.5,109.5,70,46,6,120,9172,6.463432172,100,16100,2.5,200,90,900,LOW RISK,0.722
SHS-234,3/1/2019,174.9,355.1,33,273,21,268,23301.2829,6.5,23,47500,64.64,200,200,4600,LOW RISK,0.426
SHS-261,3/1/2019,578.2,592.62,49,210,16,164.2,41335.2719,6.44777789,45,77000,26.75,190,200,5440,LOW RISK,0.702
SHS-81,3/1/2019,572.89,398.11,59,214.25,6,170.1,29724.72844,6.25881482,65,59700,44.5,150,170,5480,LOW RISK,0.503
SHS-72,3/1/2019,610.512,162.288,79,116.84,9.25,150.1,32584.21275,6.163332209,95,64600,51.25,150,190,6220,MODERATE RISK,1.808
SHS-14,3/1/2019,603,201,75,74,37.8,120,9246,6.7,125,16200,30,845,245,1208,LOW RISK,0.408
SHS-73,3/1/2019,667.48,146.52,82,30,4.5,155,36671.48234,6.27632137,450,66500,55,200,85,5680,LOW RISK,0.469
SHS-80,3/1/2019,43.18,83.82,34,120,5.34,95,15212.26872,6.4,34,28000,172.1,353.8,140,752,LOW RISK,0.81
SHS-224,3/1/2019,943.16,265.1,78,79,7.04,155,20878.94747,6.64,172,41600,163.4,370,224,4320,LOW RISK,0.307
SHS-95,3/1/2019,572.32,211.68,73,192,5.4,200,15786.45549,6.377004572,43,27400,119.75,883.28,50,1860,LOW RISK,0.5
SHS-137,3/1/2019,3715.2,604.8,86,42,7.9,208,20926.25308,6.8,239,40400,74.1,300,90,3440,LOW RISK,0.828
SHS-138,3/1/2019,3635.4,744.6,83,80,1.75,218,30579.38728,6.55,100,58300,46.43,290,170,5360,LOW RISK,0.2
SHS-177,3/1/2019,1815,935,66,42,37.4,205,31333.19996,6.5,103,61000,78.1,220,250,5720,LOW RISK,0.288
SHS-17,3/1/2019,2817.36,794.64,78,95,5,194,26252.97503,6.58,122,53000,135.2,50,170,5720,LOW RISK,0.689
AGR-3,3/2/2019,982.08,133.92,88,37,9,205,31121.67654,6.28,71,62300,67.3,250,210,6480,LOW RISK,0.338
